,Date,Country,Confirmed,Recovered,Deaths
6422,2020-02-25,Cambodia,1,1,0
6453,2020-02-25,Finland,1,1,0
6513,2020-02-25,Nepal,1,1,0
6551,2020-02-25,Sri Lanka,1,1,0
6392,2020-02-25,Afghanistan,1,0,0
6394,2020-02-25,Algeria,1,0,0
6435,2020-02-25,Croatia,1,0,0
6445,2020-02-25,Egypt,1,0,0
6474,2020-02-25,Iraq,1,0,0
6476,2020-02-25,Israel,1,0,0
6489,2020-02-25,Lebanon,1,0,0
6554,2020-02-25,Sweden,1,0,0
6555,2020-02-25,Switzerland,1,0,0
6616,2020-02-26,China,78166,30084,2717
6671,2020-02-26,"Korea, South",1261,22,12
6628,2020-02-26,Diamond Princess,705,10,4
6665,2020-02-26,Italy,453,3,12
6667,2020-02-26,Japan,189,22,2
6661,2020-02-26,Iran,139,49,19
6732,2020-02-26,Singapore,93,62,0
6754,2020-02-26,US,57,6,0
6748,2020-02-26,Thailand,40,22,0
6592,2020-02-26,Bahrain,33,0,0
6745,2020-02-26,Taiwan*,32,5,1
6646,2020-02-26,Germany,27,15,0
6673,2020-02-26,Kuwait,26,0,0
6687,2020-02-26,Malaysia,22,18,0
6642,2020-02-26,France,18,11,2
6762,2020-02-26,Vietnam,16,16,0
6588,2020-02-26,Australia,15,11,0
6758,2020-02-26,United Kingdom,13,8,0
6757,2020-02-26,United Arab Emirates,13,4,0
6738,2020-02-26,Spain,13,2,0
6612,2020-02-26,Canada,11,3,0
6662,2020-02-26,Iraq,5,0,0
6709,2020-02-26,Oman,4,0,0
6659,2020-02-26,India,3,3,0
6715,2020-02-26,Philippines,3,1,1
6623,2020-02-26,Croatia,3,0,0
6720,2020-02-26,Russia,2,2,0
6641,2020-02-26,Finland,2,1,0
6589,2020-02-26,Austria,2,0,0
6664,2020-02-26,Israel,2,0,0
6677,2020-02-26,Lebanon,2,0,0
6710,2020-02-26,Pakistan,2,0,0
6742,2020-02-26,Sweden,2,0,0
6596,2020-02-26,Belgium,1,1,0
6610,2020-02-26,Cambodia,1,1,0
6701,2020-02-26,Nepal,1,1,0
6739,2020-02-26,Sri Lanka,1,1,0
6580,2020-02-26,Afghanistan,1,0,0
6582,2020-02-26,Algeria,1,0,0
6603,2020-02-26,Brazil,1,0,0
6633,2020-02-26,Egypt,1,0,0
6645,2020-02-26,Georgia,1,0,0
6648,2020-02-26,Greece,1,0,0
6707,2020-02-26,North Macedonia,1,0,0
6708,2020-02-26,Norway,1,0,0
6719,2020-02-26,Romania,1,0,0
6743,2020-02-26,Switzerland,1,0,0
6804,2020-02-27,China,78600,32930,2746
6859,2020-02-27,"Korea, South",1766,22,13
6816,2020-02-27,Diamond Princess,705,10,4
6853,2020-02-27,Italy,655,45,17
6849,2020-02-27,Iran,245,49,26
6855,2020-02-27,Japan,214,22,4
6920,2020-02-27,Singapore,93,62,0
6942,2020-02-27,US,58,6,0
6834,2020-02-27,Germany,46,16,0
6861,2020-02-27,Kuwait,43,0,0
6936,2020-02-27,Thailand,40,22,0
6830,2020-02-27,France,38,11,2
6780,2020-02-27,Bahrain,33,0,0
6933,2020-02-27,Taiwan*,32,5,1
6875,2020-02-27,Malaysia,23,18,0
6950,2020-02-27,Vietnam,16,16,0
6776,2020-02-27,Australia,15,11,0
6946,2020-02-27,United Kingdom,15,8,0
6926,2020-02-27,Spain,15,2,0
6800,2020-02-27,Canada,13,6,0
6945,2020-02-27,United Arab Emirates,13,4,0
6931,2020-02-27,Switzerland,8,0,0
6850,2020-02-27,Iraq,7,0,0
6930,2020-02-27,Sweden,7,0,0
6897,2020-02-27,Oman,4,0,0
6847,2020-02-27,India,3,3,0
6903,2020-02-27,Philippines,3,1,1
6852,2020-02-27,Israel,3,1,0
6777,2020-02-27,Austria,3,0,0
6811,2020-02-27,Croatia,3,0,0
6836,2020-02-27,Greece,3,0,0
6908,2020-02-27,Russia,2,2,0
6829,2020-02-27,Finland,2,1,0
6865,2020-02-27,Lebanon,2,0,0
6898,2020-02-27,Pakistan,2,0,0
6784,2020-02-27,Belgium,1,1,0
6798,2020-02-27,Cambodia,1,1,0
6889,2020-02-27,Nepal,1,1,0
6927,2020-02-27,Sri Lanka,1,1,0
6768,2020-02-27,Afghanistan,1,0,0
6770,2020-02-27,Algeria,1,0,0
6791,2020-02-27,Brazil,1,0,0
6815,2020-02-27,Denmark,1,0,0
6821,2020-02-27,Egypt,1,0,0
6825,2020-02-27,Estonia,1,0,0
6833,2020-02-27,Georgia,1,0,0
6890,2020-02-27,Netherlands,1,0,0
6895,2020-02-27,North Macedonia,1,0,0
6896,2020-02-27,Norway,1,0,0
6907,2020-02-27,Romania,1,0,0
6913,2020-02-27,San Marino,1,0,0
6992,2020-02-28,China,78928,36329,2790
7047,2020-02-28,"Korea, South",2337,22,13
7041,2020-02-28,Italy,888,46,21
7004,2020-02-28,Diamond Princess,705,10,6
7037,2020-02-28,Iran,388,73,34
7043,2020-02-28,Japan,228,22,4
7108,2020-02-28,Singapore,93,62,0
7130,2020-02-28,US,60,7,0
7018,2020-02-28,France,57,11,2
7022,2020-02-28,Germany,48,16,0
7049,2020-02-28,Kuwait,45,0,0
7124,2020-02-28,Thailand,41,28,0
6968,2020-02-28,Bahrain,36,0,0
7121,2020-02-28,Taiwan*,34,6,1
7114,2020-02-28,Spain,32,2,0
7063,2020-02-28,Malaysia,23,18,0
7134,2020-02-28,United Kingdom,20,8,0
7133,2020-02-28,United Arab Emirates,19,5,0
7138,2020-02-28,Vietnam,16,16,0
6964,2020-02-28,Australia,15,11,0
6988,2020-02-28,Canada,14,6,0
7119,2020-02-28,Switzerland,8,0,0
7038,2020-02-28,Iraq,7,0,0
7118,2020-02-28,Sweden,7,0,0
7084,2020-02-28,Norway,6,0,0
6999,2020-02-28,Croatia,5,0,0
7040,2020-02-28,Israel,4,1,0
7024,2020-02-28,Greece,4,0,0
7085,2020-02-28,Oman,4,0,0
7035,2020-02-28,India,3,3,0
7091,2020-02-28,Philippines,3,1,1
6965,2020-02-28,Austria,3,0,0
7095,2020-02-28,Romania,3,0,0
7096,2020-02-28,Russia,2,2,0
7017,2020-02-28,Finland,2,1,0
7053,2020-02-28,Lebanon,2,0,0
7086,2020-02-28,Pakistan,2,0,0
6972,2020-02-28,Belgium,1,1,0
6986,2020-02-28,Cambodia,1,1,0
7009,2020-02-28,Egypt,1,1,0
7077,2020-02-28,Nepal,1,1,0
7115,2020-02-28,Sri Lanka,1,1,0
6956,2020-02-28,Afghanistan,1,0,0
6958,2020-02-28,Algeria,1,0,0
6971,2020-02-28,Belarus,1,0,0
6979,2020-02-28,Brazil,1,0,0
7003,2020-02-28,Denmark,1,0,0
7013,2020-02-28,Estonia,1,0,0
7021,2020-02-28,Georgia,1,0,0
7034,2020-02-28,Iceland,1,0,0
7058,2020-02-28,Lithuania,1,0,0
7069,2020-02-28,Mexico,1,0,0
7078,2020-02-28,Netherlands,1,0,0
7079,2020-02-28,New Zealand,1,0,0
7082,2020-02-28,Nigeria,1,0,0
7083,2020-02-28,North Macedonia,1,0,0
7101,2020-02-28,San Marino,1,0,0
7180,2020-02-29,China,79356,39320,2837
7235,2020-02-29,"Korea, South",3150,27,16
7229,2020-02-29,Italy,1128,46,29
7192,2020-02-29,Diamond Princess,705,10,6
7225,2020-02-29,Iran,593,123,43
7231,2020-02-29,Japan,241,32,5
7296,2020-02-29,Singapore,102,72,0
7206,2020-02-29,France,100,12,2
7210,2020-02-29,Germany,79,16,0
7318,2020-02-29,US,68,7,1
7302,2020-02-29,Spain,45,2,0
7237,2020-02-29,Kuwait,45,0,0
7312,2020-02-29,Thailand,42,28,0
7156,2020-02-29,Bahrain,41,0,0
7309,2020-02-29,Taiwan*,39,9,1
7251,2020-02-29,Malaysia,25,18,0
7152,2020-02-29,Australia,25,11,0
7322,2020-02-29,United Kingdom,23,8,0
7321,2020-02-29,United Arab Emirates,21,5,0
7176,2020-02-29,Canada,20,6,0
7307,2020-02-29,Switzerland,18,0,0
7326,2020-02-29,Vietnam,16,16,0
7272,2020-02-29,Norway,15,0,0
7226,2020-02-29,Iraq,13,0,0
7306,2020-02-29,Sweden,12,0,0
7153,2020-02-29,Austria,9,0,0
7228,2020-02-29,Israel,7,1,0
7273,2020-02-29,Oman,6,1,0
7187,2020-02-29,Croatia,6,0,0
7266,2020-02-29,Netherlands,6,0,0
7212,2020-02-29,Greece,4,0,0
7241,2020-02-29,Lebanon,4,0,0
7257,2020-02-29,Mexico,4,0,0
7274,2020-02-29,Pakistan,4,0,0
7223,2020-02-29,India,3,3,0
7279,2020-02-29,Philippines,3,1,1
7205,2020-02-29,Finland,3,1,0
7191,2020-02-29,Denmark,3,0,0
7283,2020-02-29,Romania,3,0,0
7284,2020-02-29,Russia,2,2,0
7167,2020-02-29,Brazil,2,0,0
7160,2020-02-29,Belgium,1,1,0
7174,2020-02-29,Cambodia,1,1,0
7197,2020-02-29,Egypt,1,1,0
7265,2020-02-29,Nepal,1,1,0
7303,2020-02-29,Sri Lanka,1,1,0
7144,2020-02-29,Afghanistan,1,0,0
7146,2020-02-29,Algeria,1,0,0
7159,2020-02-29,Belarus,1,0,0
7201,2020-02-29,Estonia,1,0,0
7209,2020-02-29,Georgia,1,0,0
7222,2020-02-29,Iceland,1,0,0
7227,2020-02-29,Ireland,1,0,0
7246,2020-02-29,Lithuania,1,0,0
7247,2020-02-29,Luxembourg,1,0,0
7259,2020-02-29,Monaco,1,0,0
7267,2020-02-29,New Zealand,1,0,0
7270,2020-02-29,Nigeria,1,0,0
7271,2020-02-29,North Macedonia,1,0,0
7282,2020-02-29,Qatar,1,0,0
7289,2020-02-29,San Marino,1,0,0
7368,2020-03-01,China,79932,42162,2872
7423,2020-03-01,"Korea, South",3736,30,17
7417,2020-03-01,Italy,1694,83,34
7413,2020-03-01,Iran,978,175,54
7380,2020-03-01,Diamond Princess,705,10,6
7419,2020-03-01,Japan,256,32,6
7398,2020-03-01,Germany,130,16,0
7394,2020-03-01,France,130,12,2
7484,2020-03-01,Singapore,106,72,0
7490,2020-03-01,Spain,84,2,0
7506,2020-03-01,US,74,7,1
7344,2020-03-01,Bahrain,47,0,0
7425,2020-03-01,Kuwait,45,0,0
7500,2020-03-01,Thailand,42,28,1
7497,2020-03-01,Taiwan*,40,9,1
7510,2020-03-01,United Kingdom,36,8,0
7439,2020-03-01,Malaysia,29,18,0
7340,2020-03-01,Australia,27,11,1
7495,2020-03-01,Switzerland,27,0,0
7364,2020-03-01,Canada,24,6,0
7509,2020-03-01,United Arab Emirates,21,5,0
7414,2020-03-01,Iraq,19,0,0
7460,2020-03-01,Norway,19,0,0
7514,2020-03-01,Vietnam,16,16,0
7341,2020-03-01,Austria,14,0,0
7494,2020-03-01,Sweden,14,0,0
7416,2020-03-01,Israel,10,1,0
7429,2020-03-01,Lebanon,10,0,0
7454,2020-03-01,Netherlands,10,0,0
7375,2020-03-01,Croatia,7,0,0
7400,2020-03-01,Greece,7,0,0
7393,2020-03-01,Finland,6,1,0
7461,2020-03-01,Oman,6,1,0
7384,2020-03-01,Ecuador,6,0,0
7445,2020-03-01,Mexico,5,0,0
7379,2020-03-01,Denmark,4,0,0
7462,2020-03-01,Pakistan,4,0,0
7411,2020-03-01,India,3,3,0
7467,2020-03-01,Philippines,3,1,1
7342,2020-03-01,Azerbaijan,3,0,0
7378,2020-03-01,Czechia,3,0,0
7397,2020-03-01,Georgia,3,0,0
7410,2020-03-01,Iceland,3,0,0
7470,2020-03-01,Qatar,3,0,0
7471,2020-03-01,Romania,3,0,0
7472,2020-03-01,Russia,2,2,0
7348,2020-03-01,Belgium,2,1,0
7385,2020-03-01,Egypt,2,1,0
7355,2020-03-01,Brazil,2,0,0
7362,2020-03-01,Cambodia,1,1,0
7453,2020-03-01,Nepal,1,1,0
7491,2020-03-01,Sri Lanka,1,1,0
7332,2020-03-01,Afghanistan,1,0,0
7334,2020-03-01,Algeria,1,0,0
7339,2020-03-01,Armenia,1,0,0
7347,2020-03-01,Belarus,1,0,0
7383,2020-03-01,Dominican Republic,1,0,0
7389,2020-03-01,Estonia,1,0,0
7415,2020-03-01,Ireland,1,0,0
7434,2020-03-01,Lithuania,1,0,0
7435,2020-03-01,Luxembourg,1,0,0
7447,2020-03-01,Monaco,1,0,0
7455,2020-03-01,New Zealand,1,0,0
7458,2020-03-01,Nigeria,1,0,0
7459,2020-03-01,North Macedonia,1,0,0
7477,2020-03-01,San Marino,1,0,0
7556,2020-03-02,China,80136,44854,2914
7611,2020-03-02,"Korea, South",4335,30,28
7605,2020-03-02,Italy,2036,149,52
7601,2020-03-02,Iran,1501,291,66
7568,2020-03-02,Diamond Princess,705,10,6
7607,2020-03-02,Japan,274,32,6
7582,2020-03-02,France,191,12,3
7586,2020-03-02,Germany,159,16,0
7678,2020-03-02,Spain,120,2,0
7672,2020-03-02,Singapore,108,78,0
7694,2020-03-02,US,98,7,6
7613,2020-03-02,Kuwait,56,0,0
7532,2020-03-02,Bahrain,49,0,0
7688,2020-03-02,Thailand,43,31,1
7683,2020-03-02,Switzerland,42,0,0
7685,2020-03-02,Taiwan*,41,12,1
7698,2020-03-02,United Kingdom,40,8,0
7528,2020-03-02,Australia,30,11,1
7627,2020-03-02,Malaysia,29,18,0
7552,2020-03-02,Canada,27,6,0
7602,2020-03-02,Iraq,26,0,0
7648,2020-03-02,Norway,25,0,0
7697,2020-03-02,United Arab Emirates,21,5,0
7529,2020-03-02,Austria,18,0,0
7642,2020-03-02,Netherlands,18,0,0
7702,2020-03-02,Vietnam,16,16,0
7682,2020-03-02,Sweden,15,0,0
7617,2020-03-02,Lebanon,13,0,0
7604,2020-03-02,Israel,10,1,0
7536,2020-03-02,Belgium,8,1,0
7665,2020-03-02,San Marino,8,0,0
7563,2020-03-02,Croatia,7,0,0
7588,2020-03-02,Greece,7,0,0
7581,2020-03-02,Finland,6,1,0
7649,2020-03-02,Oman,6,1,0
7572,2020-03-02,Ecuador,6,0,0
7598,2020-03-02,Iceland,6,0,0
7599,2020-03-02,India,5,3,0
7633,2020-03-02,Mexico,5,0,0
7567,2020-03-02,Denmark,4,0,0
7650,2020-03-02,Pakistan,4,0,0
7660,2020-03-02,Russia,3,2,0
7655,2020-03-02,Philippines,3,1,1
7522,2020-03-02,Algeria,3,0,0
7530,2020-03-02,Azerbaijan,3,0,0
7566,2020-03-02,Czechia,3,0,0
7585,2020-03-02,Georgia,3,0,0
7658,2020-03-02,Qatar,3,0,0
7659,2020-03-02,Romania,3,0,0
7573,2020-03-02,Egypt,2,1,0
7543,2020-03-02,Brazil,2,0,0
7600,2020-03-02,Indonesia,2,0,0
7657,2020-03-02,Portugal,2,0,0
7550,2020-03-02,Cambodia,1,1,0
7641,2020-03-02,Nepal,1,1,0
7679,2020-03-02,Sri Lanka,1,1,0
7520,2020-03-02,Afghanistan,1,0,0
7523,2020-03-02,Andorra,1,0,0
7527,2020-03-02,Armenia,1,0,0
7535,2020-03-02,Belarus,1,0,0
7571,2020-03-02,Dominican Republic,1,0,0
7577,2020-03-02,Estonia,1,0,0
7603,2020-03-02,Ireland,1,0,0
7616,2020-03-02,Latvia,1,0,0
7622,2020-03-02,Lithuania,1,0,0
7623,2020-03-02,Luxembourg,1,0,0
7635,2020-03-02,Monaco,1,0,0
7638,2020-03-02,Morocco,1,0,0
7643,2020-03-02,New Zealand,1,0,0
7646,2020-03-02,Nigeria,1,0,0
7647,2020-03-02,North Macedonia,1,0,0
7667,2020-03-02,Saudi Arabia,1,0,0
7668,2020-03-02,Senegal,1,0,0
7744,2020-03-03,China,80261,47450,2947
7799,2020-03-03,"Korea, South",5186,30,28
7793,2020-03-03,Italy,2502,160,79
7789,2020-03-03,Iran,2336,291,77
7756,2020-03-03,Diamond Princess,706,10,6
7795,2020-03-03,Japan,293,43,6
7770,2020-03-03,France,204,12,4
7774,2020-03-03,Germany,196,16,0
7866,2020-03-03,Spain,165,2,1
7882,2020-03-03,US,118,7,7
7860,2020-03-03,Singapore,110,78,0
7871,2020-03-03,Switzerland,56,2,0
7801,2020-03-03,Kuwait,56,0,0
7886,2020-03-03,United Kingdom,51,8,0
7720,2020-03-03,Bahrain,49,0,0
7876,2020-03-03,Thailand,43,31,1
7873,2020-03-03,Taiwan*,42,12,1
7716,2020-03-03,Australia,39,11,1
7815,2020-03-03,Malaysia,36,22,0
7790,2020-03-03,Iraq,32,0,0
7836,2020-03-03,Norway,32,0,0
7740,2020-03-03,Canada,30,6,0
7885,2020-03-03,United Arab Emirates,27,5,0
7830,2020-03-03,Netherlands,24,0,0
7717,2020-03-03,Austria,21,0,0
7870,2020-03-03,Sweden,21,0,0
7890,2020-03-03,Vietnam,16,16,0
7724,2020-03-03,Belgium,13,1,0
7805,2020-03-03,Lebanon,13,0,0
7837,2020-03-03,Oman,12,2,0
7792,2020-03-03,Israel,12,1,0
7786,2020-03-03,Iceland,11,0,0
7853,2020-03-03,San Marino,10,0,1
7751,2020-03-03,Croatia,9,0,0
7760,2020-03-03,Ecuador,7,0,0
7776,2020-03-03,Greece,7,0,0
7846,2020-03-03,Qatar,7,0,0
7769,2020-03-03,Finland,6,1,0
7755,2020-03-03,Denmark,6,0,0
7787,2020-03-03,India,5,3,0
7821,2020-03-03,Mexico,5,1,0
7710,2020-03-03,Algeria,5,0,0
7754,2020-03-03,Czechia,5,0,0
7838,2020-03-03,Pakistan,5,0,0
7848,2020-03-03,Russia,3,2,0
7843,2020-03-03,Philippines,3,1,1
7718,2020-03-03,Azerbaijan,3,0,0
7773,2020-03-03,Georgia,3,0,0
7847,2020-03-03,Romania,3,0,0
7761,2020-03-03,Egypt,2,1,0
7731,2020-03-03,Brazil,2,0,0
7765,2020-03-03,Estonia,2,0,0
7788,2020-03-03,Indonesia,2,0,0
7791,2020-03-03,Ireland,2,0,0
7845,2020-03-03,Portugal,2,0,0
7856,2020-03-03,Senegal,2,0,0
7738,2020-03-03,Cambodia,1,1,0
7829,2020-03-03,Nepal,1,1,0
7867,2020-03-03,Sri Lanka,1,1,0
7708,2020-03-03,Afghanistan,1,0,0
7711,2020-03-03,Andorra,1,0,0
7714,2020-03-03,Argentina,1,0,0
7715,2020-03-03,Armenia,1,0,0
7723,2020-03-03,Belarus,1,0,0
7743,2020-03-03,Chile,1,0,0
7759,2020-03-03,Dominican Republic,1,0,0
7796,2020-03-03,Jordan,1,0,0
7804,2020-03-03,Latvia,1,0,0
7810,2020-03-03,Lithuania,1,0,0
7811,2020-03-03,Luxembourg,1,0,0
7823,2020-03-03,Monaco,1,0,0
7826,2020-03-03,Morocco,1,0,0
7831,2020-03-03,New Zealand,1,0,0
7834,2020-03-03,Nigeria,1,0,0
7835,2020-03-03,North Macedonia,1,0,0
7855,2020-03-03,Saudi Arabia,1,0,0
7884,2020-03-03,Ukraine,1,0,0
7932,2020-03-04,China,80386,50001,2983
7987,2020-03-04,"Korea, South",5621,41,35
7981,2020-03-04,Italy,3089,276,107
7977,2020-03-04,Iran,2922,552,92
7944,2020-03-04,Diamond Princess,706,10,6
7983,2020-03-04,Japan,331,43,6
7958,2020-03-04,France,288,12,4
7962,2020-03-04,Germany,262,16,0
8054,2020-03-04,Spain,222,2,2
8070,2020-03-04,US,149,7,11
8048,2020-03-04,Singapore,110,78,0
8059,2020-03-04,Switzerland,90,3,0
8074,2020-03-04,United Kingdom,86,8,0
7989,2020-03-04,Kuwait,56,0,0
8024,2020-03-04,Norway,56,0,0
7904,2020-03-04,Australia,52,11,2
7908,2020-03-04,Bahrain,52,0,0
8003,2020-03-04,Malaysia,50,22,0
8064,2020-03-04,Thailand,43,31,1
8061,2020-03-04,Taiwan*,42,12,1
8018,2020-03-04,Netherlands,38,0,0
7978,2020-03-04,Iraq,35,0,2
8058,2020-03-04,Sweden,35,0,0
7928,2020-03-04,Canada,33,6,0
7905,2020-03-04,Austria,29,0,0
7975,2020-03-04,India,28,3,0
8073,2020-03-04,United Arab Emirates,27,5,0
7974,2020-03-04,Iceland,26,0,0
7912,2020-03-04,Belgium,23,1,0
8078,2020-03-04,Vietnam,16,16,0
8041,2020-03-04,San Marino,16,0,1
8025,2020-03-04,Oman,15,2,0
7980,2020-03-04,Israel,15,1,0
7993,2020-03-04,Lebanon,13,1,0
7898,2020-03-04,Algeria,12,0,0
7943,2020-03-04,Denmark,11,0,0
7939,2020-03-04,Croatia,10,0,0
7948,2020-03-04,Ecuador,10,0,0
7964,2020-03-04,Greece,9,0,0
7942,2020-03-04,Czechia,8,0,0
8034,2020-03-04,Qatar,8,0,0
7957,2020-03-04,Finland,6,1,0
7911,2020-03-04,Belarus,6,0,0
7979,2020-03-04,Ireland,6,0,0
8009,2020-03-04,Mexico,5,1,0
8026,2020-03-04,Pakistan,5,0,0
8033,2020-03-04,Portugal,5,0,0
8035,2020-03-04,Romania,4,1,0
7919,2020-03-04,Brazil,4,0,0
8044,2020-03-04,Senegal,4,0,0
8036,2020-03-04,Russia,3,2,0
8031,2020-03-04,Philippines,3,1,1
7906,2020-03-04,Azerbaijan,3,0,0
7961,2020-03-04,Georgia,3,0,0
8019,2020-03-04,New Zealand,3,0,0
7949,2020-03-04,Egypt,2,1,0
7953,2020-03-04,Estonia,2,0,0
7973,2020-03-04,Hungary,2,0,0
7976,2020-03-04,Indonesia,2,0,0
7926,2020-03-04,Cambodia,1,1,0
8017,2020-03-04,Nepal,1,1,0
8055,2020-03-04,Sri Lanka,1,1,0
7896,2020-03-04,Afghanistan,1,0,0
7899,2020-03-04,Andorra,1,0,0
7902,2020-03-04,Argentina,1,0,0
7903,2020-03-04,Armenia,1,0,0
7931,2020-03-04,Chile,1,0,0
7947,2020-03-04,Dominican Republic,1,0,0
7984,2020-03-04,Jordan,1,0,0
7992,2020-03-04,Latvia,1,0,0
7997,2020-03-04,Liechtenstein,1,0,0
7998,2020-03-04,Lithuania,1,0,0
7999,2020-03-04,Luxembourg,1,0,0
8011,2020-03-04,Monaco,1,0,0
8014,2020-03-04,Morocco,1,0,0
8022,2020-03-04,Nigeria,1,0,0
8023,2020-03-04,North Macedonia,1,0,0
8032,2020-03-04,Poland,1,0,0
8043,2020-03-04,Saudi Arabia,1,0,0
8068,2020-03-04,Tunisia,1,0,0
8072,2020-03-04,Ukraine,1,0,0
8120,2020-03-05,China,80537,52292,3015
8175,2020-03-05,"Korea, South",6088,41,35
8169,2020-03-05,Italy,3858,414,148
8165,2020-03-05,Iran,3513,739,107
8132,2020-03-05,Diamond Princess,706,10,6
8150,2020-03-05,Germany,482,16,0
8146,2020-03-05,France,380,12,6
8171,2020-03-05,Japan,360,43,6
8242,2020-03-05,Spain,259,2,3
8258,2020-03-05,US,217,7,12
8236,2020-03-05,Singapore,117,78,0
8262,2020-03-05,United Kingdom,116,8,0
8247,2020-03-05,Switzerland,114,3,1
8246,2020-03-05,Sweden,94,0,0
8212,2020-03-05,Norway,87,0,0
8206,2020-03-05,Netherlands,82,0,0
8177,2020-03-05,Kuwait,58,0,0
8092,2020-03-05,Australia,55,21,2
8096,2020-03-05,Bahrain,55,0,0
8191,2020-03-05,Malaysia,50,22,0
8100,2020-03-05,Belgium,50,1,0
8252,2020-03-05,Thailand,47,31,1
8249,2020-03-05,Taiwan*,44,12,1
8093,2020-03-05,Austria,41,0,0
8116,2020-03-05,Canada,37,6,0
8166,2020-03-05,Iraq,35,0,2
8162,2020-03-05,Iceland,34,0,0
8152,2020-03-05,Greece,31,0,0
8163,2020-03-05,India,30,3,0
8261,2020-03-05,United Arab Emirates,29,5,0
8229,2020-03-05,San Marino,21,0,1
8168,2020-03-05,Israel,20,1,0
8266,2020-03-05,Vietnam,16,16,0
8213,2020-03-05,Oman,16,2,0
8181,2020-03-05,Lebanon,16,1,0
8136,2020-03-05,Ecuador,13,0,0
8145,2020-03-05,Finland,12,1,0
8086,2020-03-05,Algeria,12,0,0
8130,2020-03-05,Czechia,12,0,0
8131,2020-03-05,Denmark,11,0,0
8127,2020-03-05,Croatia,10,0,0
8221,2020-03-05,Portugal,8,0,0
8222,2020-03-05,Qatar,8,0,0
8223,2020-03-05,Romania,6,1,0
8094,2020-03-05,Azerbaijan,6,0,0
8099,2020-03-05,Belarus,6,0,0
8167,2020-03-05,Ireland,6,0,0
8197,2020-03-05,Mexico,5,1,0
8214,2020-03-05,Pakistan,5,0,0
8231,2020-03-05,Saudi Arabia,5,0,0
8224,2020-03-05,Russia,4,2,0
8107,2020-03-05,Brazil,4,0,0
8119,2020-03-05,Chile,4,0,0
8149,2020-03-05,Georgia,4,0,0
8232,2020-03-05,Senegal,4,0,0
8267,2020-03-05,West Bank and Gaza,4,0,0
8219,2020-03-05,Philippines,3,1,1
8137,2020-03-05,Egypt,3,1,0
