,Date,Country,Confirmed,Recovered,Deaths
14621,2020-04-08,San Marino,279,40,34
14602,2020-04-08,Nigeria,276,44,6
14588,2020-04-08,Mauritius,273,19,7
14570,2020-04-08,Kyrgyzstan,270,33,4
14659,2020-04-08,West Bank and Gaza,263,44,1
14658,2020-04-08,Vietnam,251,126,0
14593,2020-04-08,Montenegro,248,4,2
14624,2020-04-08,Senegal,244,113,2
14489,2020-04-08,Bangladesh,218,33,20
14541,2020-04-08,Georgia,211,50,3
14496,2020-04-08,Bolivia,210,2,15
14635,2020-04-08,Sri Lanka,189,44,7
14568,2020-04-08,Kosovo,184,30,5
14516,2020-04-08,Congo (Kinshasa),180,9,18
14566,2020-04-08,Kenya,179,9,6
14657,2020-04-08,Venezuela,167,65,9
14547,2020-04-08,Guinea,164,5,0
14500,2020-04-08,Brunei,135,91,1
14525,2020-04-08,Djibouti,135,25,0
14609,2020-04-08,Paraguay,119,15,5
14506,2020-04-08,Cambodia,117,63,0
14617,2020-04-08,Rwanda,110,7,0
14647,2020-04-08,Trinidad and Tobago,107,1,8
14581,2020-04-08,Madagascar,93,11,0
14530,2020-04-08,El Salvador,93,9,5
14546,2020-04-08,Guatemala,87,17,3
14591,2020-04-08,Monaco,81,4,1
14577,2020-04-08,Liechtenstein,78,55,1
14646,2020-04-08,Togo,70,23,3
14562,2020-04-08,Jamaica,63,10,4
14490,2020-04-08,Barbados,63,8,3
14585,2020-04-08,Mali,59,16,7
14535,2020-04-08,Ethiopia,55,4,2
14651,2020-04-08,Uganda,53,0,0
14515,2020-04-08,Congo (Brazzaville),45,2,5
14487,2020-04-08,Bahamas,40,5,7
14662,2020-04-08,Zambia,39,7,1
14549,2020-04-08,Guyana,37,8,6
14539,2020-04-08,Gabon,34,1,1
14532,2020-04-08,Eritrea,33,0,0
14548,2020-04-08,Guinea-Bissau,33,0,0
14575,2020-04-08,Liberia,31,3,4
14550,2020-04-08,Haiti,27,0,1
14494,2020-04-08,Benin,26,5,1
14643,2020-04-08,Tanzania,25,5,1
14503,2020-04-08,Burma,22,0,3
14576,2020-04-08,Libya,21,8,1
14584,2020-04-08,Maldives,19,13,0
14640,2020-04-08,Syria,19,4,2
14480,2020-04-08,Angola,19,2,2
14481,2020-04-08,Antigua and Barbuda,19,0,2
14531,2020-04-08,Equatorial Guinea,18,3,0
14595,2020-04-08,Mozambique,17,1,0
14592,2020-04-08,Mongolia,16,4,0
14596,2020-04-08,Namibia,16,3,0
14526,2020-04-08,Dominica,15,1,0
14536,2020-04-08,Fiji,15,0,0
14571,2020-04-08,Laos,15,0,0
14636,2020-04-08,Sudan,14,2,2
14619,2020-04-08,Saint Lucia,14,1,0
14534,2020-04-08,Eswatini,12,7,0
14631,2020-04-08,Somalia,12,1,1
14545,2020-04-08,Grenada,12,0,0
14663,2020-04-08,Zimbabwe,11,0,3
14618,2020-04-08,Saint Kitts and Nevis,11,0,0
14626,2020-04-08,Seychelles,11,0,0
14637,2020-04-08,Suriname,10,3,1
14510,2020-04-08,Chad,10,2,0
14597,2020-04-08,Nepal,9,1,0
14580,2020-04-08,MS Zaandam,9,0,2
14551,2020-04-08,Holy See,8,2,0
14620,2020-04-08,Saint Vincent and the Grenadines,8,1,0
14493,2020-04-08,Belize,8,0,1
14582,2020-04-08,Malawi,8,0,1
14509,2020-04-08,Central African Republic,8,0,0
14505,2020-04-08,Cabo Verde,7,1,1
14627,2020-04-08,Sierra Leone,7,0,0
14587,2020-04-08,Mauritania,6,2,1
14498,2020-04-08,Botswana,6,0,1
14600,2020-04-08,Nicaragua,6,0,1
14495,2020-04-08,Bhutan,5,2,0
14540,2020-04-08,Gambia,4,2,1
14622,2020-04-08,Sao Tome and Principe,4,0,0
14660,2020-04-08,Western Sahara,4,0,0
14504,2020-04-08,Burundi,3,0,0
14608,2020-04-08,Papua New Guinea,2,0,0
14633,2020-04-08,South Sudan,2,0,0
14645,2020-04-08,Timor-Leste,1,0,0
14838,2020-04-09,US,462780,25410,20255
14822,2020-04-09,Spain,153222,52165,15447
14749,2020-04-09,Italy,143626,28470,18279
14730,2020-04-09,Germany,118181,52407,2607
14726,2020-04-09,France,87366,23413,12228
14700,2020-04-09,China,82883,77679,3339
14745,2020-04-09,Iran,66220,32309,4110
14842,2020-04-09,United Kingdom,65872,359,9623
14837,2020-04-09,Turkey,42282,2142,908
14680,2020-04-09,Belgium,24983,5164,2523
14827,2020-04-09,Switzerland,24051,10600,948
14786,2020-04-09,Netherlands,21903,278,2403
14696,2020-04-09,Canada,20654,5162,503
14687,2020-04-09,Brazil,18092,173,950
14801,2020-04-09,Portugal,13956,205,409
14673,2020-04-09,Austria,13244,5240,295
14755,2020-04-09,"Korea, South",10423,6973,204
14804,2020-04-09,Russia,10131,698,76
14748,2020-04-09,Israel,9968,1011,86
14826,2020-04-09,Sweden,9141,205,793
14743,2020-04-09,India,6725,620,226
14747,2020-04-09,Ireland,6574,25,263
14792,2020-04-09,Norway,6211,32,108
14672,2020-04-09,Australia,6108,1472,51
14699,2020-04-09,Chile,5972,1274,57
14711,2020-04-09,Denmark,5830,1883,237
14800,2020-04-09,Poland,5575,284,174
14710,2020-04-09,Czechia,5569,301,112
14798,2020-04-09,Peru,5256,1438,138
14803,2020-04-09,Romania,5202,647,248
14716,2020-04-09,Ecuador,4965,339,272
14751,2020-04-09,Japan,4667,632,94
14794,2020-04-09,Pakistan,4489,572,65
14771,2020-04-09,Malaysia,4228,1608,67
14799,2020-04-09,Philippines,4076,124,203
14777,2020-04-09,Mexico,3441,633,194
14744,2020-04-09,Indonesia,3293,252,280
14811,2020-04-09,Saudi Arabia,3287,666,44
14767,2020-04-09,Luxembourg,3115,500,52
14841,2020-04-09,United Arab Emirates,2990,268,14
14813,2020-04-09,Serbia,2867,0,66
14725,2020-04-09,Finland,2605,300,42
14795,2020-04-09,Panama,2528,16,63
14832,2020-04-09,Thailand,2423,940,32
14802,2020-04-09,Qatar,2376,206,6
14715,2020-04-09,Dominican Republic,2349,80,118
14701,2020-04-09,Colombia,2223,174,69
14732,2020-04-09,Greece,1955,269,87
14820,2020-04-09,South Africa,1934,95,18
14816,2020-04-09,Singapore,1910,460,6
14840,2020-04-09,Ukraine,1892,45,57
14670,2020-04-09,Argentina,1795,365,72
14717,2020-04-09,Egypt,1699,348,118
14666,2020-04-09,Algeria,1666,347,235
14742,2020-04-09,Iceland,1648,688,6
14679,2020-04-09,Belarus,1486,139,16
14707,2020-04-09,Croatia,1407,219,20
14782,2020-04-09,Morocco,1374,109,97
14778,2020-04-09,Moldova,1289,50,29
14787,2020-04-09,New Zealand,1239,317,1
14746,2020-04-09,Iraq,1232,496,69
14721,2020-04-09,Estonia,1207,83,24
14818,2020-04-09,Slovenia,1124,128,43
14741,2020-04-09,Hungary,980,96,66
14766,2020-04-09,Lithuania,955,8,16
14674,2020-04-09,Azerbaijan,926,101,9
14671,2020-04-09,Armenia,921,138,10
14757,2020-04-09,Kuwait,910,111,1
14676,2020-04-09,Bahrain,887,519,5
14685,2020-04-09,Bosnia and Herzegovina,858,101,35
14753,2020-04-09,Kazakhstan,781,60,8
14695,2020-04-09,Cameroon,730,60,10
14712,2020-04-09,Diamond Princess,712,619,11
14817,2020-04-09,Slovakia,701,23,2
14791,2020-04-09,North Macedonia,663,37,30
14836,2020-04-09,Tunisia,643,25,25
14689,2020-04-09,Bulgaria,618,48,24
14760,2020-04-09,Latvia,589,16,3
14667,2020-04-09,Andorra,583,58,25
14761,2020-04-09,Lebanon,582,67,19
14844,2020-04-09,Uzbekistan,582,38,3
14709,2020-04-09,Cyprus,564,53,10
14705,2020-04-09,Costa Rica,539,30,3
14708,2020-04-09,Cuba,515,28,15
14664,2020-04-09,Afghanistan,484,32,15
14843,2020-04-09,Uruguay,473,206,7
14793,2020-04-09,Oman,457,109,3
14706,2020-04-09,Cote d'Ivoire,444,52,3
14690,2020-04-09,Burkina Faso,443,146,24
14789,2020-04-09,Niger,410,40,11
14665,2020-04-09,Albania,409,165,23
14829,2020-04-09,Taiwan*,380,67,5
14731,2020-04-09,Ghana,378,3,6
14752,2020-04-09,Jordan,372,161,7
14740,2020-04-09,Honduras,343,6,23
14774,2020-04-09,Malta,337,16,2
14809,2020-04-09,San Marino,333,49,34
14677,2020-04-09,Bangladesh,330,33,21
14776,2020-04-09,Mauritius,314,23,7
14790,2020-04-09,Nigeria,288,51,7
14758,2020-04-09,Kyrgyzstan,280,35,4
14684,2020-04-09,Bolivia,264,2,18
14847,2020-04-09,West Bank and Gaza,263,44,1
14846,2020-04-09,Vietnam,255,128,0
14781,2020-04-09,Montenegro,252,4,2
14812,2020-04-09,Senegal,250,123,2
14729,2020-04-09,Georgia,218,51,3
14735,2020-04-09,Guinea,194,11,0
14823,2020-04-09,Sri Lanka,190,49,7
14756,2020-04-09,Kosovo,184,30,5
14754,2020-04-09,Kenya,184,12,7
14704,2020-04-09,Congo (Kinshasa),180,9,18
14845,2020-04-09,Venezuela,171,84,9
14688,2020-04-09,Brunei,135,92,1
14713,2020-04-09,Djibouti,135,25,0
14797,2020-04-09,Paraguay,124,18,5
14694,2020-04-09,Cambodia,119,62,0
14805,2020-04-09,Rwanda,110,7,0
14835,2020-04-09,Trinidad and Tobago,109,1,8
14718,2020-04-09,El Salvador,103,14,6
14734,2020-04-09,Guatemala,95,17,3
14769,2020-04-09,Madagascar,93,11,0
14779,2020-04-09,Monaco,84,5,1
14765,2020-04-09,Liechtenstein,78,55,1
14773,2020-04-09,Mali,74,22,7
14834,2020-04-09,Togo,73,24,3
14678,2020-04-09,Barbados,66,11,3
14750,2020-04-09,Jamaica,63,12,4
14703,2020-04-09,Congo (Brazzaville),60,5,5
14723,2020-04-09,Ethiopia,56,4,2
14839,2020-04-09,Uganda,53,0,0
14727,2020-04-09,Gabon,44,1,1
14675,2020-04-09,Bahamas,41,5,8
14850,2020-04-09,Zambia,39,24,1
14737,2020-04-09,Guyana,37,8,6
14736,2020-04-09,Guinea-Bissau,36,0,0
14720,2020-04-09,Eritrea,33,0,0
14763,2020-04-09,Liberia,31,3,4
14738,2020-04-09,Haiti,30,0,2
14682,2020-04-09,Benin,26,5,1
14831,2020-04-09,Tanzania,25,5,1
14764,2020-04-09,Libya,24,8,1
14691,2020-04-09,Burma,23,2,3
14772,2020-04-09,Maldives,19,13,0
14828,2020-04-09,Syria,19,4,2
14668,2020-04-09,Angola,19,2,2
14669,2020-04-09,Antigua and Barbuda,19,0,2
14719,2020-04-09,Equatorial Guinea,18,3,0
14783,2020-04-09,Mozambique,17,1,0
14780,2020-04-09,Mongolia,16,4,0
14784,2020-04-09,Namibia,16,3,0
14759,2020-04-09,Laos,16,0,0
14824,2020-04-09,Sudan,15,2,2
14714,2020-04-09,Dominica,15,1,0
14724,2020-04-09,Fiji,15,0,0
14807,2020-04-09,Saint Lucia,14,1,0
14686,2020-04-09,Botswana,13,0,1
14722,2020-04-09,Eswatini,12,7,0
14819,2020-04-09,Somalia,12,1,1
14808,2020-04-09,Saint Vincent and the Grenadines,12,1,0
14733,2020-04-09,Grenada,12,0,0
14698,2020-04-09,Chad,11,2,0
14851,2020-04-09,Zimbabwe,11,0,3
14806,2020-04-09,Saint Kitts and Nevis,11,0,0
14814,2020-04-09,Seychelles,11,0,0
14825,2020-04-09,Suriname,10,4,1
14785,2020-04-09,Nepal,9,1,0
14768,2020-04-09,MS Zaandam,9,0,2
14681,2020-04-09,Belize,9,0,1
14739,2020-04-09,Holy See,8,2,0
14770,2020-04-09,Malawi,8,0,1
14697,2020-04-09,Central African Republic,8,0,0
14775,2020-04-09,Mauritania,7,2,1
14693,2020-04-09,Cabo Verde,7,1,1
14788,2020-04-09,Nicaragua,7,0,1
14815,2020-04-09,Sierra Leone,7,0,0
14683,2020-04-09,Bhutan,5,2,0
14728,2020-04-09,Gambia,4,2,1
14810,2020-04-09,Sao Tome and Principe,4,0,0
14848,2020-04-09,Western Sahara,4,0,0
14692,2020-04-09,Burundi,3,0,0
14821,2020-04-09,South Sudan,3,0,0
14796,2020-04-09,Papua New Guinea,2,0,0
14833,2020-04-09,Timor-Leste,1,0,0
15026,2020-04-10,US,496535,28790,22333
15010,2020-04-10,Spain,158273,55668,16081
14937,2020-04-10,Italy,147577,30455,18849
14918,2020-04-10,Germany,122171,53913,2767
14914,2020-04-10,France,91738,25195,13215
14888,2020-04-10,China,82941,77791,3340
15030,2020-04-10,United Kingdom,74605,588,10776
14933,2020-04-10,Iran,68192,35465,4232
15025,2020-04-10,Turkey,47029,2423,1006
14868,2020-04-10,Belgium,26667,5568,3019
15015,2020-04-10,Switzerland,24551,11100,1002
14974,2020-04-10,Netherlands,23249,287,2520
14884,2020-04-10,Canada,22059,5855,557
14875,2020-04-10,Brazil,19638,173,1057
14989,2020-04-10,Portugal,15472,233,435
14861,2020-04-10,Austria,13555,6064,319
14992,2020-04-10,Russia,11917,795,94
14943,2020-04-10,"Korea, South",10450,7117,208
14936,2020-04-10,Israel,10408,1183,95
15014,2020-04-10,Sweden,9685,381,870
14935,2020-04-10,Ireland,8089,25,287
14931,2020-04-10,India,7598,774,246
14904,2020-04-10,Ecuador,7161,368,297
14887,2020-04-10,Chile,6501,1571,65
14980,2020-04-10,Norway,6314,32,113
14860,2020-04-10,Australia,6215,1793,54
14899,2020-04-10,Denmark,6014,1929,247
14988,2020-04-10,Poland,5955,318,181
14986,2020-04-10,Peru,5897,1569,169
14898,2020-04-10,Czechia,5732,346,119
14939,2020-04-10,Japan,5530,685,99
14991,2020-04-10,Romania,5467,729,270
14982,2020-04-10,Pakistan,4695,727,66
14959,2020-04-10,Malaysia,4346,1830,70
14987,2020-04-10,Philippines,4195,140,221
14965,2020-04-10,Mexico,3844,633,233
14999,2020-04-10,Saudi Arabia,3651,685,47
14932,2020-04-10,Indonesia,3512,282,306
15029,2020-04-10,United Arab Emirates,3360,418,16
14955,2020-04-10,Luxembourg,3223,500,54
15001,2020-04-10,Serbia,3105,0,71
14913,2020-04-10,Finland,2769,300,48
14983,2020-04-10,Panama,2752,16,66
14903,2020-04-10,Dominican Republic,2620,98,126
14990,2020-04-10,Qatar,2512,227,6
15020,2020-04-10,Thailand,2473,1013,33
14889,2020-04-10,Colombia,2473,197,80
15028,2020-04-10,Ukraine,2203,61,69
15004,2020-04-10,Singapore,2108,492,7
14920,2020-04-10,Greece,2011,269,92
15008,2020-04-10,South Africa,2003,410,24
14867,2020-04-10,Belarus,1981,169,19
14858,2020-04-10,Argentina,1975,375,82
14905,2020-04-10,Egypt,1794,384,135
14854,2020-04-10,Algeria,1761,405,256
14930,2020-04-10,Iceland,1675,751,7
14895,2020-04-10,Croatia,1495,231,21
14970,2020-04-10,Morocco,1448,122,107
14966,2020-04-10,Moldova,1438,56,29
14975,2020-04-10,New Zealand,1283,373,2
14934,2020-04-10,Iraq,1279,550,70
14909,2020-04-10,Estonia,1258,93,24
14929,2020-04-10,Hungary,1190,112,77
15006,2020-04-10,Slovenia,1160,137,45
14954,2020-04-10,Lithuania,999,54,22
14945,2020-04-10,Kuwait,993,123,1
14862,2020-04-10,Azerbaijan,991,159,10
14859,2020-04-10,Armenia,937,149,12
14864,2020-04-10,Bahrain,925,539,6
14873,2020-04-10,Bosnia and Herzegovina,901,129,36
14883,2020-04-10,Cameroon,820,98,12
14941,2020-04-10,Kazakhstan,812,64,10
15005,2020-04-10,Slovakia,715,23,2
14900,2020-04-10,Diamond Princess,712,619,11
14979,2020-04-10,North Macedonia,711,41,32
15024,2020-04-10,Tunisia,671,25,25
14877,2020-04-10,Bulgaria,635,54,25
15032,2020-04-10,Uzbekistan,624,42,3
14948,2020-04-10,Latvia,612,16,3
14949,2020-04-10,Lebanon,609,76,20
14855,2020-04-10,Andorra,601,71,26
14897,2020-04-10,Cyprus,595,58,10
14896,2020-04-10,Cuba,564,51,15
14893,2020-04-10,Costa Rica,558,42,3
14852,2020-04-10,Afghanistan,521,32,15
15031,2020-04-10,Uruguay,494,214,7
14981,2020-04-10,Oman,484,109,3
14894,2020-04-10,Cote d'Ivoire,444,52,3
14878,2020-04-10,Burkina Faso,443,146,24
14977,2020-04-10,Niger,438,41,11
14865,2020-04-10,Bangladesh,424,33,27
14853,2020-04-10,Albania,416,182,23
15017,2020-04-10,Taiwan*,382,91,6
14928,2020-04-10,Honduras,382,7,23
14919,2020-04-10,Ghana,378,4,6
14940,2020-04-10,Jordan,372,170,7
14962,2020-04-10,Malta,350,16,2
14997,2020-04-10,San Marino,344,50,34
14964,2020-04-10,Mauritius,318,23,9
14978,2020-04-10,Nigeria,305,58,7
14946,2020-04-10,Kyrgyzstan,298,35,5
14872,2020-04-10,Bolivia,268,2,19
15035,2020-04-10,West Bank and Gaza,267,45,2
15000,2020-04-10,Senegal,265,137,2
15034,2020-04-10,Vietnam,257,144,0
14969,2020-04-10,Montenegro,255,4,2
14944,2020-04-10,Kosovo,250,52,7
14917,2020-04-10,Georgia,234,54,3
14892,2020-04-10,Congo (Kinshasa),215,13,20
14923,2020-04-10,Guinea,212,15,0
15011,2020-04-10,Sri Lanka,190,54,7
14942,2020-04-10,Kenya,189,22,7
15033,2020-04-10,Venezuela,171,84,9
14901,2020-04-10,Djibouti,150,36,1
14876,2020-04-10,Brunei,136,99,1
14985,2020-04-10,Paraguay,129,18,6
14922,2020-04-10,Guatemala,126,17,3
14882,2020-04-10,Cambodia,119,72,0
14993,2020-04-10,Rwanda,118,7,0
14906,2020-04-10,El Salvador,117,15,6
15023,2020-04-10,Trinidad and Tobago,109,1,8
14957,2020-04-10,Madagascar,93,11,0
14967,2020-04-10,Monaco,90,5,1
14961,2020-04-10,Mali,87,22,7
14953,2020-04-10,Liechtenstein,79,55,1
15022,2020-04-10,Togo,76,25,3
14866,2020-04-10,Barbados,67,11,4
14911,2020-04-10,Ethiopia,65,4,3
14938,2020-04-10,Jamaica,63,13,4
14891,2020-04-10,Congo (Brazzaville),60,5,5
15027,2020-04-10,Uganda,53,0,0
14915,2020-04-10,Gabon,44,1,1
14863,2020-04-10,Bahamas,42,5,8
15038,2020-04-10,Zambia,40,25,2
14925,2020-04-10,Guyana,37,8,6
14951,2020-04-10,Liberia,37,3,5
14924,2020-04-10,Guinea-Bissau,36,0,0
14870,2020-04-10,Benin,35,5,1
14908,2020-04-10,Eritrea,34,0,0
15019,2020-04-10,Tanzania,32,5,3
14926,2020-04-10,Haiti,31,0,2
14879,2020-04-10,Burma,27,2,3
14952,2020-04-10,Libya,24,8,1
15007,2020-04-10,Somalia,21,1,1
14971,2020-04-10,Mozambique,20,2,0
14960,2020-04-10,Maldives,19,13,0
15016,2020-04-10,Syria,19,4,2
14856,2020-04-10,Angola,19,2,2
14857,2020-04-10,Antigua and Barbuda,19,0,2
14907,2020-04-10,Equatorial Guinea,18,3,0
15012,2020-04-10,Sudan,17,2,2
14902,2020-04-10,Dominica,16,5,0
14968,2020-04-10,Mongolia,16,4,0
14972,2020-04-10,Namibia,16,3,0
14912,2020-04-10,Fiji,16,0,0
14947,2020-04-10,Laos,16,0,0
14995,2020-04-10,Saint Lucia,15,1,0
14921,2020-04-10,Grenada,14,0,0
15039,2020-04-10,Zimbabwe,13,0,3
14874,2020-04-10,Botswana,13,0,1
14910,2020-04-10,Eswatini,12,7,0
14996,2020-04-10,Saint Vincent and the Grenadines,12,1,0
14994,2020-04-10,Saint Kitts and Nevis,12,0,0
14886,2020-04-10,Chad,11,2,0
15002,2020-04-10,Seychelles,11,0,0
15013,2020-04-10,Suriname,10,4,1
14869,2020-04-10,Belize,10,0,2
14973,2020-04-10,Nepal,9,1,0
14956,2020-04-10,MS Zaandam,9,0,2
14958,2020-04-10,Malawi,9,0,1
14927,2020-04-10,Holy See,8,2,0
14885,2020-04-10,Central African Republic,8,0,0
15003,2020-04-10,Sierra Leone,8,0,0
14963,2020-04-10,Mauritania,7,2,1
14881,2020-04-10,Cabo Verde,7,1,1
14976,2020-04-10,Nicaragua,7,0,1
14871,2020-04-10,Bhutan,5,2,0
14916,2020-04-10,Gambia,4,2,1
14998,2020-04-10,Sao Tome and Principe,4,0,0
15009,2020-04-10,South Sudan,4,0,0
15036,2020-04-10,Western Sahara,4,0,0
14880,2020-04-10,Burundi,3,0,0
15021,2020-04-10,Timor-Leste,2,1,0
14984,2020-04-10,Papua New Guinea,2,0,0
15037,2020-04-10,Yemen,1,0,0
15214,2020-04-11,US,526396,31270,24342
15198,2020-04-11,Spain,163027,59109,16606
15125,2020-04-11,Italy,152271,32534,19468
15106,2020-04-11,Germany,124908,57400,2736
15102,2020-04-11,France,94863,26663,13851
15076,2020-04-11,China,83014,77877,3343
15218,2020-04-11,United Kingdom,79874,622,11616
15121,2020-04-11,Iran,70029,41947,4357
15213,2020-04-11,Turkey,52167,2965,1101
15056,2020-04-11,Belgium,28018,5986,3346
15203,2020-04-11,Switzerland,25107,12100,1036
15162,2020-04-11,Netherlands,24571,291,2653
15072,2020-04-11,Canada,23316,6589,654
15063,2020-04-11,Brazil,20727,173,1124
15177,2020-04-11,Portugal,15987,266,470
15049,2020-04-11,Austria,13806,6604,337
15180,2020-04-11,Russia,13584,1045,106
15124,2020-04-11,Israel,10743,1341,101
15131,2020-04-11,"Korea, South",10480,7243,211
15202,2020-04-11,Sweden,10151,381,887
15123,2020-04-11,Ireland,8928,25,320
15119,2020-04-11,India,8446,969,288
15092,2020-04-11,Ecuador,7257,411,315
15075,2020-04-11,Chile,6927,1864,73
15174,2020-04-11,Peru,6848,1739,181
15168,2020-04-11,Norway,6409,32,119
15176,2020-04-11,Poland,6356,375,208
15048,2020-04-11,Australia,6303,1806,57
15087,2020-04-11,Denmark,6191,2111,260
15127,2020-04-11,Japan,6005,762,99
15179,2020-04-11,Romania,5990,758,291
15086,2020-04-11,Czechia,5831,411,129
15170,2020-04-11,Pakistan,5011,762,86
15147,2020-04-11,Malaysia,4530,1995,73
15175,2020-04-11,Philippines,4428,157,247
15153,2020-04-11,Mexico,4219,633,273
15187,2020-04-11,Saudi Arabia,4033,720,52
15120,2020-04-11,Indonesia,3842,286,327
15217,2020-04-11,United Arab Emirates,3736,588,20
15189,2020-04-11,Serbia,3380,0,74
15143,2020-04-11,Luxembourg,3270,500,62
15171,2020-04-11,Panama,2974,17,74
15101,2020-04-11,Finland,2905,300,49
15091,2020-04-11,Dominican Republic,2759,108,135
15178,2020-04-11,Qatar,2728,247,6
15077,2020-04-11,Colombia,2709,214,100
15208,2020-04-11,Thailand,2518,1135,35
15216,2020-04-11,Ukraine,2511,79,73
15192,2020-04-11,Singapore,2299,528,8
15055,2020-04-11,Belarus,2226,172,23
15108,2020-04-11,Greece,2081,269,93
15196,2020-04-11,South Africa,2028,410,25
15046,2020-04-11,Argentina,1975,440,83
15093,2020-04-11,Egypt,1939,426,146
15042,2020-04-11,Algeria,1825,460,275
15118,2020-04-11,Iceland,1689,841,8
15154,2020-04-11,Moldova,1560,75,30
15158,2020-04-11,Morocco,1545,146,111
15083,2020-04-11,Croatia,1534,323,21
15122,2020-04-11,Iraq,1318,601,72
15163,2020-04-11,New Zealand,1312,422,4
15117,2020-04-11,Hungary,1310,115,85
15097,2020-04-11,Estonia,1304,93,24
15194,2020-04-11,Slovenia,1188,148,50
15133,2020-04-11,Kuwait,1154,133,1
15050,2020-04-11,Azerbaijan,1058,200,11
15052,2020-04-11,Bahrain,1040,555,6
15142,2020-04-11,Lithuania,1026,54,23
15047,2020-04-11,Armenia,967,173,13
15061,2020-04-11,Bosnia and Herzegovina,946,139,37
15129,2020-04-11,Kazakhstan,865,81,10
15071,2020-04-11,Cameroon,820,98,12
15220,2020-04-11,Uzbekistan,767,42,4
15167,2020-04-11,North Macedonia,760,41,34
15193,2020-04-11,Slovakia,728,23,2
15088,2020-04-11,Diamond Princess,712,619,11
15212,2020-04-11,Tunisia,685,43,28
15065,2020-04-11,Bulgaria,661,62,28
15136,2020-04-11,Latvia,630,16,3
15084,2020-04-11,Cuba,620,77,16
15137,2020-04-11,Lebanon,619,77,20
15085,2020-04-11,Cyprus,616,61,10
15043,2020-04-11,Andorra,601,71,26
15081,2020-04-11,Costa Rica,577,49,3
15040,2020-04-11,Afghanistan,555,32,18
15169,2020-04-11,Oman,546,109,3
15082,2020-04-11,Cote d'Ivoire,533,58,4
15219,2020-04-11,Uruguay,501,224,7
15165,2020-04-11,Niger,491,41,11
15066,2020-04-11,Burkina Faso,484,155,27
15053,2020-04-11,Bangladesh,482,36,30
15041,2020-04-11,Albania,433,197,23
15107,2020-04-11,Ghana,408,4,8
15116,2020-04-11,Honduras,392,7,24
15205,2020-04-11,Taiwan*,385,99,6
15128,2020-04-11,Jordan,381,177,7
15150,2020-04-11,Malta,370,16,3
15185,2020-04-11,San Marino,356,53,35
15134,2020-04-11,Kyrgyzstan,339,44,5
15152,2020-04-11,Mauritius,319,28,9
15166,2020-04-11,Nigeria,318,70,10
15132,2020-04-11,Kosovo,283,58,7
15188,2020-04-11,Senegal,278,152,2
15060,2020-04-11,Bolivia,275,2,20
15223,2020-04-11,West Bank and Gaza,268,57,2
15157,2020-04-11,Montenegro,263,5,2
15222,2020-04-11,Vietnam,258,144,0
15111,2020-04-11,Guinea,250,17,0
15105,2020-04-11,Georgia,242,60,3
15080,2020-04-11,Congo (Kinshasa),223,16,20
15199,2020-04-11,Sri Lanka,198,54,7
15130,2020-04-11,Kenya,191,24,7
15089,2020-04-11,Djibouti,187,36,2
15221,2020-04-11,Venezuela,175,93,9
15110,2020-04-11,Guatemala,137,19,3
15064,2020-04-11,Brunei,136,104,1
15173,2020-04-11,Paraguay,133,18,6
15070,2020-04-11,Cambodia,120,75,0
15181,2020-04-11,Rwanda,120,18,0
15094,2020-04-11,El Salvador,118,19,6
15211,2020-04-11,Trinidad and Tobago,112,12,8
15145,2020-04-11,Madagascar,102,11,0
15155,2020-04-11,Monaco,92,5,1
15149,2020-04-11,Mali,87,22,7
15141,2020-04-11,Liechtenstein,79,55,1
15210,2020-04-11,Togo,76,25,3
15099,2020-04-11,Ethiopia,69,10,3
15054,2020-04-11,Barbados,68,11,4
15126,2020-04-11,Jamaica,65,13,4
15079,2020-04-11,Congo (Brazzaville),60,5,5
15215,2020-04-11,Uganda,53,4,0
15139,2020-04-11,Liberia,48,3,5
15051,2020-04-11,Bahamas,46,5,8
15103,2020-04-11,Gabon,46,1,1
15113,2020-04-11,Guyana,45,8,6
15226,2020-04-11,Zambia,40,28,2
15067,2020-04-11,Burma,38,2,3
15112,2020-04-11,Guinea-Bissau,38,0,0
15058,2020-04-11,Benin,35,5,1
15096,2020-04-11,Eritrea,34,0,0
15114,2020-04-11,Haiti,33,0,2
15207,2020-04-11,Tanzania,32,5,3
15204,2020-04-11,Syria,25,5,2
15140,2020-04-11,Libya,24,8,1
15195,2020-04-11,Somalia,21,1,1
15045,2020-04-11,Antigua and Barbuda,21,0,2
15159,2020-04-11,Mozambique,20,2,0
15148,2020-04-11,Maldives,19,13,0
15044,2020-04-11,Angola,19,4,2
15200,2020-04-11,Sudan,19,2,2
15095,2020-04-11,Equatorial Guinea,18,3,0
15135,2020-04-11,Laos,18,0,0
15090,2020-04-11,Dominica,16,5,0
15156,2020-04-11,Mongolia,16,4,0
15160,2020-04-11,Namibia,16,3,0
15100,2020-04-11,Fiji,16,0,0
15183,2020-04-11,Saint Lucia,15,1,0
15227,2020-04-11,Zimbabwe,14,0,3
15109,2020-04-11,Grenada,14,0,0
15057,2020-04-11,Belize,13,0,2
15062,2020-04-11,Botswana,13,0,1
15098,2020-04-11,Eswatini,12,7,0
15184,2020-04-11,Saint Vincent and the Grenadines,12,1,0
15146,2020-04-11,Malawi,12,0,2
15182,2020-04-11,Saint Kitts and Nevis,12,0,0
15074,2020-04-11,Chad,11,2,0
15190,2020-04-11,Seychelles,11,0,0
